-2.397743,-9.681446
-2.478784,-8.485635
7.594039,-5.973972
6.963717,-7.208892
7.356792,-7.532754
5.389613,-6.485195
-2.934663,-6.115375
6.417681,-8.302508
7.798956,-7.339354
6.252265,-7.633298
-4.505064,-9.713238
-3.133206,-8.946187
-2.122320,-10.013561
-2.055232,-11.113880
-2.702317,-9.069321
-2.237237,0.368572
-4.360567,-7.774487
-2.492781,-0.071783
-3.388108,-7.880526
7.587080,-6.961561
6.751293,-8.479906
4.634703,-6.014708
-3.133324,0.392063
-4.741975,0.239650
-2.083494,-7.852162
5.452246,-6.594742
7.613992,-6.526459
-1.991065,1.390728
-1.561237,0.287884
7.234762,-6.113062
-2.793738,-7.953121
-2.050791,-0.253740
-1.949362,-9.638042
6.935891,-7.099291
-1.507475,-7.093628
-3.181106,-10.060443
-2.173071,-0.948010
7.065501,-7.789927
-5.464198,0.162546
-2.850594,-9.382690
-3.640887,1.544889
-2.174119,-0.056887
-3.144910,-10.658836
7.814983,-6.749584
-2.441041,1.218587
-2.528727,0.134508
-3.089277,-8.226923
-4.269106,-9.951205
-3.000595,-6.169814
-1.799999,1.489935
-3.067778,0.539097
-1.938835,-9.367072
-3.800999,-9.779732
-1.337394,-9.811601
6.722222,-6.896625
8.119094,-7.359256
-4.690965,-7.146312
-4.586555,-0.166179
-2.604023,-9.766587
7.620666,-8.669009
-3.534345,0.357972
-3.154473,-6.507400
6.884338,-5.731688
-4.276406,1.231050
-1.623507,-8.496334
-0.821625,-8.334265
-0.856123,-8.517452
7.191427,-8.321000
-3.129743,-9.463147
-3.964254,-10.275850
-3.551826,-8.364829
-2.870016,-8.794799
-2.867682,-8.651421
-1.812532,-9.206846
7.059305,-7.716165
-1.435218,-7.505837
-3.754086,-9.786232
-3.321489,0.387934
-2.735204,-8.908138
-3.083112,-9.972486
-3.854476,0.473005
5.572817,-5.670362
-2.389444,-9.652645
-4.085341,-0.363147
6.004037,-6.595938
-1.864366,-1.257260
-4.842737,-7.649559
-2.542381,1.854615
-2.075663,0.544689
-2.423296,0.132871
7.073583,-7.341542
-2.219564,-0.397005
6.836702,-5.562835
-1.992441,0.216847
6.673334,-6.905230
-1.726292,-1.430404
8.161127,-7.718519
6.784507,-5.899457
-2.603195,-0.357578
-2.924111,-8.166387
6.026349,-5.931771
5.464850,-6.807558
-3.848141,-0.633705
-4.416006,-9.671458
-2.296981,0.227781
6.804455,-7.653006
-1.537088,-0.560202
-2.210708,-1.225795
-2.371784,-7.951534
6.896609,-7.746672
7.958791,-7.703795
-3.394576,-8.791637
-2.740137,-8.433838
-3.146102,-7.984306
4.649178,-6.302123
6.251387,-7.521216
6.955122,-6.944511
-0.075703,-0.034086
-2.950294,-8.358235
-5.163710,0.237742
-3.274726,0.129380
-1.758674,0.468916
-0.322913,-9.407864
-2.238518,-9.285725
8.344056,-6.350500
8.870072,-8.339164
-1.811688,-1.978624
5.946012,-6.190400
4.709651,-4.835777
6.637203,-8.990773
-2.595995,-8.961107
7.601325,-7.064543
-1.971697,-6.879885
-2.474274,-7.907073
-3.879915,-8.368075
-5.784260,-8.318164
-3.254721,-0.469034
-2.962373,1.833625
6.166752,-4.573592
-3.142749,-9.674582
-3.776742,-7.040629
-1.793151,-1.165477
8.653443,-6.952046
-1.181717,0.248196
-3.352570,1.749619
-1.942021,-8.163246
6.613139,-7.432594
-3.125355,-0.256700
-2.651054,0.640221
-2.759990,-0.301166
5.961496,-8.241729
7.440533,-6.229094
6.741460,-7.637573
5.679826,-5.343261
5.312078,-7.157550
6.536379,-7.956283
-1.695616,0.753838
-3.210217,0.166503
-1.684378,-0.501493
8.017838,-7.699837
-3.710382,-0.634698
7.037799,-7.084716
-2.730155,-8.953400
-3.271984,1.654610
-2.721590,-0.873165
-2.101108,-0.569437
-2.332338,0.805808
-3.161916,-7.455590
-1.951035,-9.224090
-3.283400,-0.808432
4.523295,-6.610183
-1.121004,-8.544820
-2.666112,-10.712921
-2.816610,0.725249
-3.997435,-0.902284
-2.100389,-8.822607
-0.973683,-10.374037
-3.104364,1.268346
-3.320266,-9.160494
7.755702,-6.432058
-1.679048,0.080598
6.227313,-6.359951
-1.910679,0.488431
-3.127389,-7.408387
-1.347776,-8.074298
-4.248877,-2.688624
-1.607047,-9.871724
-4.381140,-0.293297
-3.265707,-8.456833
8.048485,-6.274434
4.450003,-6.610136
6.630353,-8.873179
-2.963417,0.064184
-1.427882,-8.434825
5.609261,-7.436003
-2.865843,-7.698209
5.246928,-8.796901
6.301428,-5.168115
-4.811742,-0.719842
8.649372,-7.611356
7.009227,-6.948031
6.595883,-8.141507
-2.821647,-9.626023
-2.056375,1.375316
6.642759,-7.460230
-1.819176,0.091012
-3.780519,-9.711463
-1.568155,-10.487423
-3.107774,-7.592216
-3.096733,-0.943802
-2.839586,0.293673
-2.448269,-10.070681
-2.226323,-0.226430
6.651529,-6.181971
6.921374,-8.025006
-2.433820,-0.099907
-3.692955,-8.231423
7.259788,-7.437759
7.172634,-7.367097
4.270312,-7.970834
-4.134156,0.968560
-1.804619,-0.267538
-2.935756,-0.277310
-2.999470,-7.924200
-1.866712,0.114930
-3.972869,-9.770761
0.945589,1.472725
6.991160,-6.691489
5.755987,-6.503892
-3.221823,-8.538736
-1.895628,-0.018403
-2.412344,-10.205181
-1.324200,-9.103206
7.868597,-6.830956
-1.312219,-9.384634
6.993877,-6.744039
5.414618,-6.357833
-3.590432,-0.795876
7.259880,-7.782102
7.095543,-5.593747
-3.439035,-8.743297
-3.964155,-7.706884
-1.122450,-9.044991
7.940948,-8.692401
6.764591,-6.047952
-1.020814,-7.297977
8.117929,-7.357980
-3.810250,-8.381104
-3.062461,-0.253463
-1.935240,-0.222997
-4.333250,-9.013917
-0.911652,0.746521
7.017667,-5.081305
5.699331,-8.913230
7.977639,-7.867896
-3.206637,-8.159869
-1.620427,-8.062803
-3.789813,1.269744
-2.140937,-8.603821
-4.071775,0.699898
-2.589829,-7.771252
8.566419,-6.957173
-1.456610,-9.288507
7.071403,-7.984239
-1.612222,-6.483484
-3.227832,-7.939884
-2.546310,1.325998
7.425103,-5.424017
6.329475,-9.016629
-2.051877,-7.453223
-4.099251,2.369042
-2.386372,-7.739651
-2.727729,-8.636447
-1.697101,0.803688
-1.885444,0.192333
-3.270232,-8.722542
-3.810941,0.453395
-2.452837,-6.371971
-4.567263,0.705635
-3.985738,-8.813055
-2.257450,0.325357
-3.242237,-7.502455
-3.696189,-8.144687
-2.696149,-1.001821
-1.555257,1.979444
-2.604358,-0.000228
-4.403109,1.116241
-3.085343,-9.124527
-3.469633,-1.551594
-3.433970,-2.031892
7.014166,-6.637483
-1.109447,-0.037254
-1.984164,-8.984224
-3.991574,-9.190717
6.778786,-6.035857
-3.219106,-0.019547
-2.657540,1.133457
6.306302,-6.197928
-2.433864,-7.858341
-2.831834,-7.334585
-2.612307,-0.639404
-3.361877,0.409578
6.271749,-7.875843
-1.502971,1.622836
-2.748359,-8.624796
8.528910,-7.495617
-2.988351,-7.448246
-2.388232,-0.969406
-3.647720,0.657442
-2.819837,2.028056
-2.253914,-9.025735
6.298531,-7.030501
-3.551155,-0.179990
5.935749,-6.436316
8.305442,-6.480809
-2.634905,-7.301148
5.688635,-6.000799
7.756243,-4.789859
6.651647,-6.966463
-4.047806,1.124798
-3.660468,-0.770926
-2.298294,-9.821879
-2.732035,0.206948
-1.851401,-9.030322
6.688607,-6.388606
-3.384585,-7.337350
-2.593121,0.280837
-0.846462,0.252752
-2.046977,-7.882451
-2.815310,-7.465145
-2.266044,-7.934215
7.759323,-5.584872
-2.407100,-8.163537
-1.946009,-9.159755
-3.035027,0.125656
-1.526115,-8.630282
-2.021745,-8.369712
